date,trip_on_days
2019-02-01,24982
2019-02-02,21999
2019-02-03,31932
2019-02-04,46374
2019-02-05,54161
2019-02-06,39213
2019-02-07,43177
2019-02-08,36454
2019-02-09,23765
2019-02-10,24131
2019-02-11,38636
2019-02-12,15854
2019-02-13,34941
2019-02-14,41650
2019-02-15,46863
2019-02-16,31034
2019-02-17,24037
2019-02-18,25827
2019-02-19,34676
2019-02-20,20426
2019-02-21,39499
2019-02-22,41794
2019-02-23,31608
2019-02-24,24272
2019-02-25,34216
2019-02-26,37516
2019-02-27,36475
2019-02-28,38223
